student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating,engagement_score,performance_score,study_consistency,course_load_ratio,activity_rate
Tammy Sanders,48.0,Male,Region X,Mobile,College,Employed,Laptop,3.1,Career Change,15.0,Python For Beginners,Business,Advanced,5.0,3.0,20.0,,Completed,2022-08-06,103.7,30.0,30.0,4.0,40.7,Quiz,38.02,81.36,56.58,5.0,21.333333333333332,68.97,126.17000000000002,1.0,3111.0
Heather Edwards,35.5,Non-Binary,Region I,Mobile,High School,Unemployed,Laptop,6.7,Skill Upgrade,8.0,Machine Learning A-Z,Science,Advanced,10.0,6.0,8.0,,Dropped,2023-08-29,11.3,24.0,14.0,13.0,99.5,Assignment,30.83,57.18,35.43,1.0,17.0,46.305,666.65,1.0,271.20000000000005
Michael Jimenez,37.0,Female,Region I,Mobile,High School,Unemployed,Mobile,-8.55,Skill Upgrade,7.0,Mobile App Development,Science,Advanced,11.0,12.0,12.0,,Completed,2024-06-16,146.7,5.0,26.0,1.0,21.4,Assignment,79.32,54.01,65.02,5.0,10.666666666666666,59.515,-182.97,0.45454545454545453,733.5
Melissa Taylor,44.0,Male,Region Vi,Broadband,College,Unemployed,Laptop,11.1,Career Change,6.0,Cloud Computing Basics,Business,Advanced,25.0,17.0,19.0,,Dropped,2023-11-30,74.3,6.0,42.0,15.0,43.8,Final Exam,50.45,93.46,53.23,3.0,21.0,73.345,486.17999999999995,0.24,445.79999999999995
None,43.0,Female,Region Iv-A,Limited,College,Unemployed,Laptop,9.2,Academic Requirement,3.0,Data Science Fundamentals,Math,Intermediate,21.0,10.0,5.0,2024-11-07,Dropped,2024-03-10,111.1,4.0,38.0,9.0,60.8,Quiz,80.29,36.01,71.39,5.0,17.0,53.7,559.3599999999999,0.19047619047619047,444.4
Jacob Torres,31.0,Male,Region V,Broadband,High School,Student,Tablet,11.8,Personal Interest,7.0,Business Analytics,IT,Intermediate,13.0,4.0,15.0,,Dropped,2022-01-28,95.0,19.0,28.0,21.0,268.7875,Quiz,33.52,61.83,43.54,4.0,22.666666666666668,52.685,3171.6925000000006,1.0,1805.0
None,38.0,Male,Region Xii,Mobile,College,Student,Desktop,1.9,Skill Upgrade,10.0,Python For Beginners,Business,Beginner,8.0,19.0,12.0,2024-10-03,Dropped,2022-05-16,93.5,27.0,39.0,16.0,120.5,Assignment,90.27,68.65,59.6,1.0,27.333333333333332,64.125,228.95,1.0,2524.5
Heather Nelson,47.0,Female,Region X,Broadband,Graduate,Employed,Mobile,6.5,Skill Upgrade,3.0,Web Development Bootcamp,Math,Intermediate,5.0,7.0,14.0,2022-09-01,Dropped,2024-06-17,121.1,45.5,49.0,12.0,48.8,Quiz,84.24,63.16,43.16,1.0,35.5,53.16,317.2,1.0,5510.05
David Davis,29.0,Female,Region Xi,Broadband,College,Student,Laptop,9.7,Career Change,8.0,Data Science Fundamentals,IT,Intermediate,24.0,17.0,23.0,2023-08-08,Ongoing,2022-05-10,147.1,10.0,27.0,1.0,95.6,Quiz,31.81,35.66,85.57,4.0,12.666666666666666,60.614999999999995,927.3199999999998,0.4166666666666667,1471.0
Christine Weaver,17.0,Male,Region Iv-A,Broadband,College,Student,Mobile,14.9,Skill Upgrade,0.0,Digital Marketing,IT,Intermediate,11.0,8.0,5.0,2023-12-05,Ongoing,2023-11-14,38.5,45.5,7.0,30.0,-36.0,Assignment,34.4,56.86,132.58625,2.0,27.5,94.72312500000001,-536.4,1.0,1751.75
Tonya Nelson,21.0,Female,Ncr,Broadband,Graduate,Student,Laptop,4.2,Skill Upgrade,-9.0,Machine Learning A-Z,IT,Beginner,14.0,13.0,20.0,,Completed,2023-09-17,103.6,16.0,39.0,4.0,62.4,Final Exam,72.66,133.78125000000003,45.91,4.0,19.666666666666668,89.84562500000001,262.08,1.0,1657.6
Christine Hart,49.0,Other,Region X,Broadband,High School,Employed,Laptop,19.6,Skill Upgrade,2.0,Digital Marketing,IT,Beginner,13.0,7.0,11.0,2023-07-02,Dropped,2023-02-19,70.7,5.0,16.0,20.0,131.1,Quiz,74.69,50.21,90.03,5.0,13.666666666666666,70.12,2569.56,0.38461538461538464,353.5
Crystal Espinoza,16.0,Female,Ncr,Limited,High School,Student,Mobile,4.3,Academic Requirement,4.0,Python For Beginners,IT,Intermediate,21.0,7.0,5.0,2023-10-08,Ongoing,2022-05-15,90.3,8.0,37.0,22.0,134.5,Quiz,50.52,49.09,99.09,5.0,22.333333333333332,74.09,578.35,0.38095238095238093,722.4
Amy Thompson,45.0,Male,Region Vii,Mobile,College,Employed,Laptop,5.0,Skill Upgrade,2.0,Data Science Fundamentals,Science,Beginner,27.0,14.0,13.0,,Completed,2022-10-19,127.0,20.0,30.0,30.0,128.4,Assignment,70.0,64.89500000000001,35.0,3.0,26.666666666666668,49.947500000000005,642.0,0.7407407407407407,2540.0
Robert Lewis,54.0,Male,Region Xi,Broadband,College,Student,Mobile,2.3,Academic Requirement,7.0,Cloud Computing Basics,Arts,Intermediate,7.0,17.0,9.0,,Ongoing,2022-11-03,140.6,16.0,42.0,9.0,94.9,Quiz,41.85,62.89,41.64,1.0,22.333333333333332,52.265,218.27,1.0,2249.6
Karen Colon,38.0,Female,Region Vii,Limited,Graduate,Unemployed,Laptop,4.2,Academic Requirement,5.0,Web Development Bootcamp,IT,Advanced,8.0,11.0,18.0,,Completed,2023-10-03,-72.1875,24.0,25.0,47.0,99.7,Quiz,-6.691250000000011,72.09,73.65,5.0,32.0,72.87,418.74,1.0,-1732.5
Samantha Price,54.0,Female,Region Iii,Limited,Graduate,Student,Laptop,17.3,Skill Upgrade,14.0,Digital Marketing,Science,Beginner,16.0,9.0,8.0,,Completed,2024-09-12,133.0,18.0,24.0,15.0,176.2,Assignment,76.64,133.78125000000003,44.47,3.0,19.0,89.12562500000001,3048.2599999999998,1.0,2394.0
Nichole Hernandez,24.0,Male,Region Ii,Mobile,College,Employed,Laptop,11.9,Personal Interest,5.0,Cloud Computing Basics,Science,Beginner,25.0,15.0,4.0,,Completed,2022-06-23,134.0,14.0,39.0,8.0,21.0,Assignment,82.26,133.78125000000003,78.13,1.0,20.333333333333332,105.95562500000001,249.9,0.56,1876.0
Dylan Hayes,32.0,Female,Region Xi,Broadband,Undergraduate,Student,Desktop,2.3,Academic Requirement,3.0,Mobile App Development,Business,Beginner,25.0,19.0,14.0,,Dropped,2022-08-23,128.0,4.0,43.0,12.0,56.1,Quiz,66.49,69.79,51.64,4.0,19.666666666666668,60.715,129.03,0.16,512.0
Robert Camacho,48.0,Male,Region Vi,Mobile,Graduate,Student,Laptop,14.9,Personal Interest,10.0,Business Analytics,IT,Intermediate,22.0,19.0,17.0,,Ongoing,2023-11-16,61.1,13.0,25.0,14.0,107.0,Assignment,58.85,51.16,62.29,5.0,17.333333333333332,56.724999999999994,1594.3,0.5909090909090909,794.3000000000001
Lauren Perez,35.5,Female,Ncr,Limited,College,Student,Mobile,3.8,Skill Upgrade,7.0,Mobile App Development,Science,Beginner,17.0,6.0,17.0,,Completed,2024-07-15,169.2,7.0,33.0,24.0,62.6,Assignment,65.33,64.71,48.08,2.0,21.333333333333332,56.394999999999996,237.88,0.4117647058823529,1184.3999999999999
Bradley Wilson,30.0,Female,Region V,Mobile,Graduate,Employed,Mobile,17.4,Skill Upgrade,5.0,Cloud Computing Basics,Math,Intermediate,16.0,6.0,24.0,2023-05-02,Ongoing,2022-04-12,146.9,3.0,25.0,14.0,116.6,Assignment,65.46,64.33,72.96,2.0,14.0,68.645,2028.8399999999997,0.1875,440.70000000000005
Sherry Nguyen,49.0,Female,Ncr,Mobile,College,Employed,Laptop,10.5,Personal Interest,0.0,Python For Beginners,IT,Intermediate,24.0,4.0,15.0,2022-11-05,Dropped,2024-12-25,57.0,10.0,4.0,2.0,154.0,Final Exam,61.39,72.02,52.64,1.0,5.333333333333333,62.33,1617.0,0.4166666666666667,570.0
Michael Garcia,24.0,Female,Ncr,Broadband,College,Employed,Desktop,18.3,Career Change,0.0,Data Science Fundamentals,IT,Advanced,18.0,20.0,6.0,,Ongoing,2023-09-05,108.9,24.0,15.0,24.0,130.3,Quiz,93.49,64.89500000000001,31.6,4.0,21.0,48.2475,2384.4900000000002,1.0,2613.6000000000004
Kaitlin Duarte,35.5,Male,Ncr,Broadband,College,Student,Laptop,10.4,Skill Upgrade,9.0,Web Development Bootcamp,IT,Beginner,12.0,7.0,19.0,2024-12-10,Completed,2024-12-26,94.9,29.0,22.0,47.0,149.1,Quiz,137.27875,31.86,34.81,1.0,32.666666666666664,33.335,1550.64,1.0,2752.1000000000004
Patricia Hudson,51.0,Male,Metro Manila,Mobile,Graduate,Employed,Mobile,4.6,Career Change,4.0,Cloud Computing Basics,IT,Beginner,25.0,9.0,5.0,,Dropped,2024-05-05,95.3,8.0,6.0,15.0,27.1,Quiz,137.27875,46.6,97.67,3.0,9.666666666666666,72.135,124.66,0.32,762.4
Robert Tran,53.0,Female,Region Iv-A,Mobile,College,Employed,Desktop,3.1,Career Change,7.0,Data Science Fundamentals,IT,Advanced,21.0,11.0,14.0,,Dropped,2023-05-17,149.6,6.0,16.0,2.0,112.6,Final Exam,95.58,59.16,98.92,2.0,8.0,79.03999999999999,349.06,0.2857142857142857,897.5999999999999
Luis Chapman,35.5,Female,Region Vii,Limited,Graduate,Student,Tablet,16.2,Skill Upgrade,9.0,Business Analytics,Math,Intermediate,20.0,3.0,14.0,,Completed,2024-02-23,100.7,7.0,23.0,28.0,112.5,Quiz,99.82,51.32,65.78,3.0,19.333333333333332,58.55,1822.5,0.35,704.9
Megan Howard,25.0,Female,Region Ix,Limited,High School,Unemployed,Laptop,3.2,Skill Upgrade,12.0,Data Science Fundamentals,IT,Advanced,27.0,11.0,19.0,,Dropped,2022-10-16,27.3,28.0,22.0,9.0,177.5,Assignment,66.97,83.64,98.2,3.0,19.666666666666668,90.92,568.0,1.0,764.4
Bradley Reid,50.0,Non-Binary,Region V,Broadband,High School,Employed,Laptop,11.6,Career Change,10.0,Data Science Fundamentals,Science,Advanced,29.0,13.0,-6.0,,Dropped,2024-06-17,167.8,5.0,38.0,-17.0,167.7,Final Exam,73.92,97.74,72.89,2.0,8.666666666666666,85.315,1945.3199999999997,0.1724137931034483,839.0
Daniel Sims,-4.0,Other,Region Xii,Broadband,College,Student,Mobile,4.1,Skill Upgrade,4.0,Mobile App Development,Science,Beginner,16.0,13.0,16.0,,Dropped,2024-10-05,176.5,45.5,24.0,22.0,57.6,Assignment,91.78,81.25,65.445,2.0,30.5,73.3475,236.16,1.0,8030.75
Lance Hayes,18.0,Female,Region Xi,Broadband,High School,Student,Desktop,12.8,Personal Interest,9.0,Cloud Computing Basics,Science,Advanced,17.0,7.0,6.0,,Completed,2024-05-07,161.8,11.0,9.0,16.0,25.7,Final Exam,89.77,69.06,33.61,1.0,12.0,51.335,328.96000000000004,0.6470588235294118,1779.8000000000002
Christopher Ward,76.0,Non-Binary,Region I,Broadband,College,Student,Mobile,10.5,Career Change,11.0,Machine Learning A-Z,IT,Intermediate,21.0,11.0,8.0,,Completed,2024-12-31,156.2,18.0,31.0,9.0,40.8,Assignment,76.97,74.81,49.91,2.0,19.333333333333332,62.36,428.4,0.8571428571428571,2811.6
Maria Bryant,26.0,Female,Ncr,Broadband,Graduate,Employed,Mobile,9.7,Skill Upgrade,11.0,Cybersecurity Essentials,IT,Intermediate,16.0,12.0,16.0,,Completed,2022-05-21,69.1,19.0,3.0,22.0,100.8,Assignment,69.4,33.23,91.65,2.0,14.666666666666666,62.44,977.7599999999999,1.0,1312.8999999999999
None,40.0,Non-Binary,Region Iv-A,Broadband,High School,Student,Mobile,9.4,Academic Requirement,4.0,Ui/Ux Design Principles,IT,Intermediate,10.0,9.0,15.0,2023-02-02,Completed,2022-07-25,94.9,11.0,40.0,14.0,127.2,Assignment,88.33,35.52,90.52,1.0,21.666666666666668,63.019999999999996,1195.68,1.0,1043.9
Jeremiah Richardson,43.0,Other,Barmm,Limited,Post Graduate,Employed,Laptop,7.0,Personal Interest,6.0,Python For Beginners,Arts,Beginner,29.0,11.0,5.0,2022-02-05,Completed,2024-09-29,93.2,28.0,31.0,3.0,103.4,Quiz,59.2,37.44,72.78,4.0,20.666666666666668,55.11,723.8000000000001,0.9655172413793104,2609.6
Tracey Garcia,22.0,Male,Region Iii,Mobile,High School,Employed,Desktop,4.1,Skill Upgrade,10.0,Cloud Computing Basics,Science,Intermediate,22.0,20.0,18.0,,Completed,2022-03-11,102.8,24.0,-24.5,9.0,21.3,Assignment,95.5,38.66,79.28,1.0,2.8333333333333335,58.97,87.33,1.0,2467.2
David Schwartz,33.0,Male,Ncr,Broadband,High School,Employed,Laptop,7.7,Skill Upgrade,6.0,Python For Beginners,Math,Advanced,25.0,13.0,21.0,,Ongoing,2022-06-22,18.6,1.0,50.0,21.0,132.0,Assignment,85.03,41.87,91.18,2.0,24.0,66.525,1016.4,0.04,18.6
None,47.0,Female,Ncr,Broadband,High School,Student,Desktop,13.8,Skill Upgrade,12.0,Ui/Ux Design Principles,Arts,Advanced,7.0,12.0,20.0,,Dropped,2024-02-27,164.9,13.0,25.0,22.0,135.3,Assignment,65.33,76.53,86.94,5.0,20.0,81.735,1867.1400000000003,1.0,2143.7000000000003
Erin Smith,36.0,Male,Ncr,Limited,College,Employed,Desktop,3.1,Skill Upgrade,4.0,Cloud Computing Basics,Science,Beginner,21.0,5.0,16.0,,Completed,2022-10-27,179.7,26.0,35.0,9.0,64.2,Quiz,91.13,95.82,89.46,4.0,23.333333333333332,92.63999999999999,199.02,1.0,4672.2
Pamela Miller,45.0,Male,Region Xi,Mobile,College,Student,Mobile,9.1,Academic Requirement,1.0,Cybersecurity Essentials,IT,Advanced,9.0,12.0,23.0,,Completed,2024-04-09,105.9,10.0,23.0,16.0,94.9,Assignment,51.86,99.93,78.01,2.0,16.333333333333332,88.97,863.59,1.0,1059.0
Jacqueline Goodwin,33.0,Other,Region Ii,Broadband,Graduate,Unemployed,Tablet,10.5,Academic Requirement,1.0,Ui/Ux Design Principles,Business,Intermediate,22.0,19.0,21.0,,Completed,2022-12-03,73.8,28.0,36.0,30.0,268.7875,Assignment,84.75,74.33,95.53,1.0,31.333333333333332,84.93,2822.26875,1.0,2066.4
Alexander Stanley,23.0,Male,Region X,Mobile,High School,Student,Desktop,6.2,Career Change,4.0,Business Analytics,Arts,Beginner,8.0,13.0,21.0,2022-10-04,Ongoing,2022-10-21,83.6,45.5,6.0,27.0,94.9,Quiz,90.72,94.57,43.27,1.0,26.166666666666668,68.92,588.38,1.0,3803.7999999999997
David Phillips,18.0,Male,Region Vii,Mobile,College,Employed,Mobile,5.0,Career Change,14.0,Data Science Fundamentals,Science,Beginner,23.0,15.0,13.0,2023-12-05,Ongoing,2022-08-27,47.1,5.0,5.0,14.0,94.9,Quiz,47.92,99.56,83.82,2.0,8.0,91.69,474.5,0.21739130434782608,235.5
James Thomas,16.0,Female,Region Xi,Mobile,High School,Employed,Laptop,1.6,Academic Requirement,3.0,Mobile App Development,Science,Beginner,20.0,13.0,19.0,,Dropped,2024-05-07,115.6,16.0,50.0,0.0,133.9,Assignment,30.25,55.26,68.6,5.0,22.0,61.92999999999999,214.24,0.8,1849.6
Crystal Hall,30.0,Male,Region Xi,Limited,High School,Unemployed,Mobile,15.5,Skill Upgrade,13.0,Cloud Computing Basics,Business,Intermediate,16.0,6.0,9.0,2024-09-08,Ongoing,2023-10-03,79.0,8.0,42.0,17.0,44.4,Quiz,33.52,64.89500000000001,52.98,4.0,22.333333333333332,58.9375,688.1999999999999,0.5,632.0
Lori Kerr,29.0,Male,Region Viii,Broadband,High School,Unemployed,Mobile,13.1,Skill Upgrade,3.0,Ui/Ux Design Principles,Business,Intermediate,10.0,16.0,23.0,,Dropped,2024-06-26,117.0,11.0,13.0,21.0,11.5,Assignment,74.56,46.23,38.29,4.0,15.0,42.26,150.65,1.0,1287.0
Robert Lopez,34.0,Female,Region Vii,Broadband,College,Employed,Mobile,17.1,Career Change,6.0,Business Analytics,Business,Intermediate,19.0,4.0,22.0,,Dropped,2023-03-25,26.5,29.0,49.0,16.0,62.5,Quiz,84.98,45.78,56.48,4.0,31.333333333333332,51.129999999999995,1068.75,1.0,768.5
Amanda Diaz,34.0,Other,Region Xi,Broadband,High School,Employed,Laptop,4.2,Skill Upgrade,4.0,Data Science Fundamentals,IT,Intermediate,27.0,4.0,13.0,2023-10-04,Ongoing,2024-08-19,163.4,25.0,36.0,5.0,81.8,Final Exam,49.14,39.9,132.58625,5.0,22.0,86.243125,343.56,0.9259259259259259,4085.0
Cindy Bush,19.0,Female,Ncr,Limited,High School,Unemployed,Desktop,9.3,Career Change,7.0,Cloud Computing Basics,Science,Advanced,22.0,6.0,7.0,2024-07-07,Completed,2023-02-17,121.2,2.0,7.0,15.0,49.0,Quiz,48.3,54.54,54.18,5.0,8.0,54.36,455.70000000000005,0.09090909090909091,242.4
None,20.0,Female,Region Iv-A,Broadband,High School,Employed,Tablet,7.9,Skill Upgrade,1.0,Cloud Computing Basics,Math,Beginner,17.0,5.0,15.0,,Ongoing,2022-02-15,117.6,4.0,27.0,20.0,101.2,Assignment,35.5,85.11,49.52,7.0,17.0,67.315,799.48,0.23529411764705882,470.4
Eileen White,42.0,Female,Region Xii,Mobile,College,Employed,Laptop,13.3,Skill Upgrade,8.0,Python For Beginners,Math,Advanced,21.0,13.0,19.0,,Completed,2023-01-15,100.7,18.0,39.0,1.0,146.7,Quiz,96.44,62.56,43.47,5.0,19.333333333333332,53.015,1951.11,0.8571428571428571,1812.6000000000001
Jessica Vargas,47.0,Male,Region Xi,Mobile,High School,Student,Mobile,10.5,Career Change,4.0,Cybersecurity Essentials,IT,Intermediate,8.0,16.0,18.0,,Ongoing,2024-02-20,132.3,45.5,34.0,26.0,26.1,Quiz,45.54,92.34,60.6,3.0,35.166666666666664,76.47,274.05,1.0,6019.650000000001
Janice Acevedo,17.0,Non-Binary,Region X,Broadband,College,Student,Mobile,10.5,Skill Upgrade,4.0,Business Analytics,Business,Beginner,20.0,16.0,19.0,2023-11-06,,2024-05-28,-72.1875,26.0,21.0,6.0,127.4,Final Exam,65.7,31.31,40.06,7.0,17.666666666666668,35.685,1337.7,1.0,-1876.875
John Johnson,16.0,Male,Ncr,Limited,College,Student,Laptop,11.7,Academic Requirement,6.0,Cybersecurity Essentials,Arts,Intermediate,13.0,7.0,12.0,,Ongoing,2024-01-01,123.3,30.0,15.0,13.0,14.2,Quiz,60.43,67.73,74.03,2.0,19.333333333333332,70.88,166.14,1.0,3699.0
Natalie Johnson,55.0,Non-Binary,Region Vi,Broadband,Graduate,Unemployed,Laptop,10.6,Career Change,12.0,Ui/Ux Design Principles,Science,Intermediate,12.0,6.0,5.0,,Completed,2023-09-06,16.1,20.0,13.0,10.0,33.2,Assignment,85.19,83.58,85.62,2.0,14.333333333333334,84.6,351.92,1.0,322.0
Corey Higgins,24.0,Male,Region Vii,Limited,High School,Student,Mobile,5.7,Career Change,15.0,Data Science Fundamentals,Science,Intermediate,23.0,13.0,5.0,2023-06-10,Ongoing,2024-05-16,21.7,18.0,24.0,23.0,268.7875,Assignment,61.68,53.16,68.22,5.0,21.666666666666668,60.69,1532.0887500000001,0.782608695652174,390.59999999999997
Jon Burton,39.0,Female,Region Iv-A,Mobile,College,Employed,Laptop,12.7,Skill Upgrade,7.0,Cybersecurity Essentials,Science,Intermediate,18.0,18.0,4.0,2023-09-05,Ongoing,2022-08-10,-22.6,15.0,11.0,20.0,150.7,Quiz,67.61,38.66,66.17,2.0,15.333333333333334,52.415,1913.8899999999996,0.8333333333333334,-339.0
Renee Chapman,34.0,Male,Region Xi,Mobile,Graduate,Student,Laptop,14.9,Career Change,2.0,Cybersecurity Essentials,Science,Advanced,18.0,11.0,14.0,2022-05-06,Dropped,2023-03-20,125.8,27.0,24.0,12.0,21.5,Quiz,42.93,52.94,84.5,2.0,21.0,68.72,320.35,1.0,3396.6
Roberto Mann,53.0,Male,Region X,Mobile,College,Unemployed,Laptop,4.5,Personal Interest,8.0,Cybersecurity Essentials,IT,Intermediate,29.0,15.0,18.0,,Completed,2022-01-09,161.4,1.0,18.0,5.0,93.9,Quiz,67.76,61.83,47.15,4.0,8.0,54.489999999999995,422.55,0.034482758620689655,161.4
Elizabeth Martinez,32.0,Female,Region Vii,Mobile,Hs,Employed,Laptop,16.2,Skill Upgrade,3.0,Python For Beginners,IT,Intermediate,16.0,12.0,7.0,,Ongoing,2024-12-28,10.4,14.0,13.0,8.0,90.1,Quiz,70.09,54.57,83.84,4.0,11.666666666666666,69.205,1459.62,0.875,145.6
Diane Martinez,44.0,Female,Region Iv-A,Broadband,High School,Employed,Laptop,1.1,Academic Requirement,2.0,Business Analytics,IT,Advanced,29.0,6.0,8.0,2024-11-10,Ongoing,2024-07-25,98.0,22.0,16.0,10.0,76.8,Quiz,70.52,78.05,33.82,3.0,16.0,55.935,84.48,0.7586206896551724,2156.0
Johnny Huynh,52.0,Male,Region Xi,Limited,College,Student,Mobile,12.2,Skill Upgrade,3.0,Digital Marketing,IT,Advanced,29.0,14.0,18.0,2023-04-09,Completed,2024-11-13,82.4,2.0,75.5,30.0,174.9,Assignment,45.56,53.28,74.52,2.0,35.833333333333336,63.9,2133.7799999999997,0.06896551724137931,164.8
Alexis Schmidt,38.0,Male,Region V,Mobile,College,Student,Mobile,10.6,Career Change,7.0,Cybersecurity Essentials,IT,Beginner,25.0,7.0,15.0,,Dropped,2023-12-12,132.4,17.0,28.0,25.0,51.0,Assignment,99.1,81.77,79.87,5.0,23.333333333333332,80.82,540.6,0.68,2250.8
None,47.0,Male,Region X,Limited,High School,Employed,Laptop,18.8,Skill Upgrade,9.0,Data Science Fundamentals,IT,Beginner,8.0,15.0,22.0,2023-08-04,Completed,2023-04-10,73.9,17.0,6.0,27.0,154.0,Assignment,70.05,96.0,99.58,3.0,16.666666666666668,97.78999999999999,2895.2000000000003,1.0,1256.3000000000002
Erica Barker,16.0,Non-Binary,Region Xi,Mobile,College,Employed,Mobile,13.8,Skill Upgrade,8.0,Web Development Bootcamp,Math,Intermediate,25.0,-5.0,20.0,,Completed,2024-05-07,127.8,23.0,31.0,47.0,74.1,Assignment,59.69,64.89500000000001,132.58625,1.0,33.666666666666664,98.74062500000001,1022.5799999999999,0.92,2939.4
Donna Adams,54.0,Female,Region Vii,Limited,College,Employed,Laptop,14.7,Career Change,7.0,Mobile App Development,IT,Beginner,11.0,11.0,11.0,,Ongoing,2024-03-03,49.2,18.0,5.0,9.0,174.1,Quiz,43.64,68.76,63.44,1.0,10.666666666666666,66.1,2559.27,1.0,885.6
Kevin Jordan,22.0,Female,Region Vii,Broadband,Graduate,Employed,Tablet,12.4,Academic Requirement,11.0,Machine Learning A-Z,IT,Intermediate,9.0,6.0,21.0,2024-01-11,Dropped,2024-09-27,39.6,45.5,31.0,11.0,81.5,Assignment,54.02,85.03,36.05,1.0,29.166666666666668,60.54,1010.6,1.0,1801.8
Michael Hall,76.0,Female,Region I,Mobile,High School,Student,Mobile,14.0,Skill Upgrade,9.0,Web Development Bootcamp,Science,Beginner,17.0,14.0,34.0,,Completed,2022-05-04,70.8,2.0,22.0,23.0,33.6,Final Exam,49.01,54.48,85.86,1.0,15.666666666666666,70.17,470.40000000000003,0.11764705882352941,141.6
Adam Beard,54.0,Female,Region Vi,Mobile,High School,Employed,Laptop,18.3,Career Change,1.0,Machine Learning A-Z,IT,Intermediate,7.0,18.0,16.0,,Dropped,2023-04-13,125.6,1.0,5.0,12.0,106.4,Quiz,75.36,73.09,99.74,4.0,6.0,86.41499999999999,1947.1200000000001,0.14285714285714285,125.6
Timothy Baker,35.5,Female,Region Viii,Broadband,High School,Student,Tablet,29.45,Career Change,8.0,Data Science Fundamentals,Business,Advanced,8.0,7.0,20.0,2023-12-05,Completed,2022-06-25,159.0,9.0,27.0,16.0,94.9,Assignment,-6.691250000000011,67.75,64.65,5.0,17.333333333333332,66.2,2794.8050000000003,1.0,1431.0
Adam Gomez,35.0,Female,Region Ii,Broadband,College,Student,Desktop,13.0,Career Change,7.0,Cloud Computing Basics,Arts,Beginner,9.0,8.0,10.0,2024-12-04,Ongoing,2023-06-19,11.3,18.0,47.0,22.0,113.1,Assignment,47.16,98.53,87.92,4.0,29.0,93.225,1470.3,1.0,203.4
None,44.0,Female,Caraga,Mobile,Graduate,Student,Tablet,17.7,Skill Upgrade,9.0,Mobile App Development,IT,Beginner,18.0,7.0,12.0,2022-08-06,Dropped,2024-05-07,62.9,5.0,24.0,22.0,94.9,Quiz,69.92,85.36,132.58625,3.0,17.0,108.97312500000001,1679.73,0.2777777777777778,314.5
Richard Foster,16.0,Female,Region Ii,Broadband,Highschool,Student,Desktop,12.3,Skill Upgrade,14.0,Cloud Computing Basics,Business,Intermediate,16.0,10.0,23.0,2022-08-04,Completed,2023-02-01,158.4,15.0,45.0,1.0,61.2,Quiz,65.38,42.6,-1.7637499999999946,3.0,20.333333333333332,20.418125000000003,752.7600000000001,0.9375,2376.0
Amy Fry,27.0,Male,Metro Manila,Mobile,High School,Student,Tablet,15.8,Skill Upgrade,7.0,Mobile App Development,IT,Beginner,22.0,18.0,16.0,,Dropped,2024-05-19,24.8,30.0,21.0,18.0,69.8,Final Exam,55.4,32.97,66.77,4.0,23.0,49.87,1102.84,1.0,744.0
Nichole Mclean,52.0,Other,Region Vii,Broadband,College,Student,Tablet,5.2,Academic Requirement,8.0,Ui/Ux Design Principles,Science,Intermediate,6.0,18.0,13.0,2023-02-04,Completed,2024-11-30,16.4,5.0,15.0,13.0,36.7,Assignment,84.54,35.54,44.11,2.0,11.0,39.825,190.84000000000003,0.8333333333333334,82.0
Zachary Kidd,22.0,Female,Region Xi,Mobile,Graduate,Unemployed,Laptop,9.0,Skill Upgrade,11.0,Mobile App Development,Business,Intermediate,11.0,10.0,22.0,,Completed,2023-11-17,137.6,9.0,-18.0,15.0,150.1,Quiz,93.09,45.3,90.72,3.0,2.0,68.00999999999999,1350.8999999999999,0.8181818181818182,1238.3999999999999
Lauren White,28.0,Other,Ncr,Broadband,College,Unemployed,Laptop,12.3,Skill Upgrade,7.0,Python For Beginners,Arts,Intermediate,23.0,13.0,20.0,,Completed,2024-11-21,103.1,21.0,15.0,9.0,125.5,Assignment,51.51,70.11,95.47,5.0,15.0,82.78999999999999,1543.65,0.9130434782608695,2165.1
David Rose,29.0,Male,Ncr,Mobile,College,Student,Laptop,6.7,Career Change,8.0,Business Analytics,Business,Advanced,11.0,14.0,21.0,2024-01-01,Ongoing,2023-12-29,94.9,22.0,7.0,3.0,150.3,Final Exam,92.93,133.78125000000003,49.06,4.0,10.666666666666666,91.42062500000002,1007.0100000000001,1.0,2087.8
Keith Cooper,36.0,Male,Ncr,Broadband,Hs,Student,Mobile,19.5,Skill Upgrade,11.0,Digital Marketing,IT,Beginner,8.0,11.0,8.0,,Ongoing,2023-08-29,52.7,-9.0,40.0,8.0,136.0,Final Exam,56.88,63.2,96.37,1.0,13.0,79.785,2652.0,0.0,-474.3
Kaitlyn Thomas,35.5,Female,Ncr,Broadband,Graduate,Unemployed,Laptop,14.1,Personal Interest,10.0,Business Analytics,IT,Beginner,21.0,9.0,5.0,2022-02-12,Completed,2024-10-26,23.4,16.0,40.0,12.0,62.7,Assignment,90.56,64.89500000000001,85.86,5.0,22.666666666666668,75.3775,884.07,0.7619047619047619,374.4
