student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating
Tiffany Rodriguez,24,Male,Region VII,Broadband,College,Freelancer,Mobile,19.4,career change,13,Digital Marketing,Math,BEGINNER,30,17,8,15/11/2023,Completed,26/08/2023,18.5,20,44,24,126.8,Quiz,88.4,87.17,86.86,1
Lucas Ramirez,1505,Female,Region X,Broadband,Post Graduate,Student,Laptop,,Personal Interest,4,Digital Marketing,,beginner,23,9,5,23/05/2023,Completed,22/11/2024,49,20,40,10,46.8,,38.19,98.79,94.05,4
Kirk Parks,21,male,Region IX,Mobile,Graduate,Employed,Laptop,5.3,Career Change,8,Cloud Computing Basics,IT,Beginner,18,19,14,13/11/2023,Dropped,07/09/2023,173.6,29,30,14,145.7,Quiz,91.66,97.87,55.87,3
Melissa Kirby,55,Male,Region VI,Mobile,High School,Student,Laptop,11.1,skill upgrade,15,Machine Learning A-Z,IT,beginner,17,8,13,,Completed,25/12/2022,142.7,27,10,8,46.6,final exam,45.62,76.66,40.71,4
Gabriel Dean,48,female,CARAGA,Broadband,College,Student,tablet,6.1,Earn a certificate,4,Business Analytics,Math,Intermediate,28,9,9,05/06/2023,Completed,25/09/2022,160,12,47,16,67.5,Quiz,60.3,51.53,97.87,1
Michael Brown,30,Male,Region IV-A,mobile,College,Student,Laptop,5.4,Skill Upgrade,12,Machine Learning A-Z,Business,Beginner,28,15,17,27/05/2023,Completed,22/05/2022,150.5,29,21,1,89.7,Quiz,85.39,,80.97,3
Joseph Valencia,,Male,CAR,Mobile,graduate,Working professional,Mobile,10.6,Career Change,9,Mobile App Development,Math,Intermediate,25,8,22,09/09/2023,Ongoing,17/10/2023,141.2,23,28,25,122.2,Final Exam,83.65,70.23,67.04,3
Joshua Shannon,18,Male,Region III,Mobile,College,STUDENT,Mobile,15.8,Skill Upgrade,15,Machine Learning A-Z,IT,Beginner,10,15,22,09/09/2022,Completed,16/12/2024,174.3,7,42,4,124,Quiz,81.01,5119.24,82.25,4
Melanie Robbins,48,Female,Region II,Broadband,graduate,Student,LAPTOP,1.1,Personal Interest,12,Business Analytics,Business,Beginner,27,18,16,,Completed,07/09/2022,111.4,2,,4,129.4,quiz,49.31,70.84,,3
Rhonda Sawyer,35,Prefer not to say,NCR,Limited,College,Student,Laptop,14.2,Skill Upgrade,2,Mobile App Development,IT,intermediate,18,9,20,01/09/2023,Completed - No Certificate,31/12/2022,162.2,22,28,,136.7,Quiz,31.16,49.77,65.41,2
Craig Moore,46,Male,ncr,Mobile,College,Unemployed,Desktop,5.1,Personal Interest,7,Digital Marketing,IT,beginner,5,13,22,30/12/2022,Ongoing,13/11/2022,142,13,40,10,83.4,quiz,34.92,39.27,38.69,1
Christine Lynn,44,F,Region I,Mobile,High School,Employed,Desktop,2.3,Career Change,3,Cybersecurity Essentials,IT,Intermediate,15,10,10,03/01/2024,Ongoing,19/04/2023,103.7,20,34,9,170,Quiz,36.35,-94.05,46.83,1
Pamela Smith,49,Male,Region XI,Broadband,Graduate,Freelancer,Laptop,529.2,Personal Interest,,Cybersecurity Essentials,Business,intermediate,28,14,13,12/08/2024,Ongoing,30/10/2024,48.9,27,2,12,83.8,Final Exam,79.51,97.73,98.02,5
Bryan Stephenson,35,non binary,Region II,Limited,High School,Student,Laptop,4.4,Personal Interest,0,Digital Marketing,Cybersecurity,Intermediate,16,7,11,02/03/2024,Dropped,16/02/2024,50.9,29,7,0,145.2,Final Exam,66.72,40.35,70.95,5
DWAYNE MATTHEWS,36,Male,Region VII,Broadband,College,Employed,Laptop,6.3,,13,Cloud Computing Basics,Cybersecurity,Beginner,7,16,23,16/02/2023,Completed,07/05/2023,45.4,16,15,10,95.4,Final Exam,73.62,98.71,62.68,1
Andrew Sanchez,40,Male,Region VII,Mobile,High School,Student,Tablet,1.5,Earn a certificate,9,Python for Beginners,N/A,Intermediate,10,5,7,04/02/2023,Completed,25/04/2023,161.8,10,35,2,68.6,Assignment,36.15,87.42,62.97,1
Michael Coffey,20,Female,Region VII,broadband,Graduate,Working professional,Tablet,5,Career Change,11,UI/UX Design Principles,Business,Intermediate,,6,299,26/10/2023,Dropped,07/11/2024,68.7,23,31,9,171,exam,61.79,50.92,99.47,3
Eric Flores,48,Male,NCR,Broadband,Graduate,Student,Mobile,-7.8,Academic Requirement,14,Business Analytics,Programming,advanced,10,6,12,17/12/2024,Ongoing,03/05/2023,71.3,25,42,19,171.7,Quiz,38.3,68.72,78.23,1
Lisa Kelly,19,Non-binary,Region XI,Broadband,High School,Student,Tablet,16,Career Change,8,Cloud Computing Basics,Science,ADVANCED,,8,17,03/01/2022,,01/05/2024,34.9,13,23,15,129.1,exam,75.95,87.08,89.17,2
Jessica Martinez,35,Prefer not to say,,Broadband,graduate,Freelancer,Laptop,6.5,Career Change,12,Machine Learning A-Z,Business,Intermediate,1584,19,12,01/08/2024,Completed,07/07/2022,145.2,11,49,30,54.9,Quiz,-98.19,97.89,87.18,1
Robert Hunt,34,Female,NCR,Broadband,College,Student,Mobile,3.6,Academic Requirement,13,UI/UX Design Principles,IT,Intermediate,,18,14,04/05/2023,Ongoing,14/10/2023,53.5,24,27,18,151,Assignment,84.69,72.17,98.34,2
Robert Lang,21,Male,Region XI,Mobile,College,Employed,Laptop,14.6,Skill Upgrade,12,Python for Beginners,Arts,Advanced,16,6,13,21/03/2024,Completed,03/06/2024,2828.8,23,0,19,114.4,Assignment,72.52,60.68,86.29,5
Adam Casey,864,Female,NCR,Broadband,College,Student,mobile,11.7,Skill Upgrade,12,Digital Marketing,DATA SCIENCE,Beginner,24,3,12,31/03/2023,Completed,28/09/2023,108,3,23,,10.6,Quiz,96.21,53.81,85.83,4
Shawn Bradley,,Female,Region IV-A,Mobile,College,Student,Laptop,,Personal Interest,8,UI/UX Design Principles,IT,beginner,24,4,10,,Ongoing,10/10/2023,169.4,13,17,21,162,Assignment,98.98,90.39,54.47,4
Tracy Mcintosh,16,Male,Region VII,Mobile,College,unemployed,Laptop,4.1,Personal Interest,10,Data Science Fundamentals,Cybersecurity,Beginner,27,10,21,13/03/2024,Dropped,24/07/2024,72.3,4,,14,169.6,test,91.51,64.12,62.82,1
Donna Hudson,41,Female,Region XI,Limited,College,Employed,Laptop,12,Personal Interest,6,Cloud Computing Basics,,beginner,5,16,22,20/08/2024,Completed,11/08/2022,159.3,26,34,27,16,Assignment,32.93,90.39,56.04,1
,45,Female,Region IX,Broadband,graduate,Unemployed,tablet,,Skill Upgrade,8,Business Analytics,IT,BEGINNER,25,3,17,26/10/2023,Ongoing,20/08/2024,154.1,25,6,410,133.4,Assignment,35.9,45.73,88.04,5
Sheila Johnson,49,Male,NCR,Broadband,High School,Student,Desktop,-19.3,CAREER CHANGE,7,Business Analytics,IT,Intermediate,22,7,15,10/09/2023,Ongoing,30/04/2022,37.7,29,24,13,33.4,test,53.61,47.49,67.4,5
Anne Thompson,27,Prefer not to say,NCR,Broadband,Graduate,Unemployed,Laptop,18.2,Skill Upgrade,1,Mobile App Development,Cybersecurity,Beginner,22,4,21,23/06/2024,Completed,27/04/2022,35.5,12,37,26,9846,test,88.35,42.47,30.73,3
Carolyn Johnson,31,Male,Region VI,Limited,High School,Employed,Laptop,3.1,Personal Interest,2,Cloud Computing Basics,Programming,Advanced,30,10,19,19/10/2022,Ongoing,11/12/2022,147.2,29,2,29,104.1,Assignment,33.65,54.18,42.78,1
Darryl Wilson,38,Female,Region IV-A,Limited,Graduate,Employed,Mobile,3.9,Skill Upgrade,15,Web Development Bootcamp,IT,,18,10,16,17/06/2024,Dropped,06/08/2024,26.5,11,31,20,81.7,Assignment,83.92,82.95,36.78,1
Patrick Mejia,51,MALE,Region XI,limited,College,Employed,laptop,19.1,Skill Upgrade,,Cybersecurity Essentials,Business,Intermediate,14,18,20,23/01/2024,Dropped,11/08/2024,98.7,25,9,26,140.9,Quiz,35.37,33.84,89.88,1
Curtis Jones,31,female,BARMM,Limited,High School,Working professional,Mobile,4,Earn a certificate,12,Cloud Computing Basics,Business,Advanced,19,10,11,,Ongoing,14/03/2023,50.8,24,32,4,168.1,Assignment,,64.31,87.16,5
James Coffey,25,Male,NCR,limited,College,Employed,Phone,17.7,Skill Upgrade,6,Mobile App Development,Information Technology,,30,12,10,11/01/2023,Completed,23/03/2023,29.1,16,13,24,62.4,exam,63.5,72.82,91.4,2
Cindy Mccoy,35,F,NCR,Limited,College,Student,,19.5,Earn a certificate,7,Python for Beginners,DATA SCIENCE,Beginner,8,16,18,23/04/2023,none,15/06/2024,127.4,22,49,27,61.1,Quiz,73.65,62.95,41.17,5
Gregory Mack,50,Female,BARMM,broadband,High School,Freelancer,Mobile,2.9,career change,8,Cloud Computing Basics,Science,Beginner,12,20,15,26/01/2022,Completed,29/06/2022,99.5,18,8,21,160.9,Quiz,49.67,,88.76,5
Cassandra Williams,31,Female,NCR,Broadband,Graduate,Employed,Mobile,8.8,Skill Upgrade,1,Mobile App Development,IT,Beginner,11,5,8,06/10/2024,Dropped,27/11/2023,152.1,30,38,9,112.4,Quiz,44.11,39.83,73.51,2
Chelsea Kim,39,female,NCR,Broadband,College,Freelancer,Laptop,3.3,Personal Interest,14,Cloud Computing Basics,Arts,Intermediate,13,6,24,14/07/2022,Completed,03/09/2023,148.8,8,34,11,,assignment,91.72,84.08,65.42,2
Kelly Kelly,34,Female,Region XII,mobile,HIGH SCHOOL,Employed,Laptop,13.8,Academic Requirement,4,Mobile App Development,DATA SCIENCE,beginner,15,18,5,06/06/2022,Dropped,20/10/2024,159.3,26,5,11,76.5,Quiz,31.87,30.87,87.43,3
Jennifer Matthews,24,male,Region IV-A,Broadband,High School,Part-time,Laptop,1.5,Skill Upgrade,0,Web Development Bootcamp,,Intermediate,28,14,23,06/06/2023,Ongoing,31/12/2022,135.4,7,20,28,80.2,Quiz,47.36,98.37,31.23,5
Anthony Allen,22,Male,Region VIII,Limited,High School,Student,Mobile,6.4,Academic Requirement,13,Web Development Bootcamp,Cybersecurity,Intermediate,15,11,15,24/07/2022,Completed,23/06/2024,119.8,23,26,21,31.4,assignment,41.05,37.57,,3
William Clark,52,Male,Region V,wifi,College,EMPLOYED,Laptop,15.6,Academic Requirement,14,Python for Beginners,IT,Advanced,21,,23,05/10/2023,Ongoing,26/06/2023,104,-26,40,12,20,Quiz,74.5,73.58,96.73,1
Dustin Baldwin,26,Male,CAR,Mobile,Graduate,Employed,Laptop,7.7,Personal Interest,11,Web Development Bootcamp,Arts,basic,6,12,,19/10/2023,Dropped,07/05/2024,154,,10,26,56.3,Assignment,99.08,36.12,91.87,1
Molly Obrien,30,MALE,Region IV-A,Mobile,High School,Student,Laptop,15.2,Skill Upgrade,6,Machine Learning A-Z,IT,Beginner,5,15,12,23/11/2022,In-progress,21/05/2024,175.2,17,39,24,92,Quiz,93.33,71.57,78.15,4
Stephanie Moore,32,Female,NCR,Broadband,Graduate,Student,Laptop,15.5,Career change or promotion,14,Data Science Fundamentals,Business,BEGINNER,28,8,14,17/10/2024,Dropped,07/12/2023,107.9,7,0,-24,7996.8,Quiz,95.76,99.26,79.45,4
James Ellis,46,non-binary,n/a,Limited,High School,student,Mobile,18.6,Personal Interest,2,Machine Learning A-Z,Business,Advanced,14,16,23,,dropped,05/04/2024,34.6,,21,6,148.5,Assignment,72.89,32.78,32.07,3
Julia Kirk,55,Male,BARMM,Broadband,High School,Student,Tablet,9.4,personal interest,12,Cloud Computing Basics,Arts,BEGINNER,19,18,16,12/03/2023,Completed,23/03/2023,76,12,22,0,12.8,Assignment,,77.46,84.95,1
Timothy Newton,51,Female,Region III,broadband,College,Unemployed,Laptop,9.3,Earn a certificate,9,Web Development Bootcamp,Business,Beginner,10,20,5,12/05/2022,Dropped,19/09/2023,123.9,3,45,29,87.2,Final Exam,71.91,59.33,78.13,5
Andrew Richardson,27,Female,CARAGA,Broadband,high school,Student,Laptop,10.8,personal interest,6,Web Development Bootcamp,business,Beginner,10,4,22,03/07/2023,Completed,08/05/2022,68.4,4,26,30,75.3,Quiz,45.95,38.04,35.56,4
Justin Jones,23,Prefer not to say,NCR,Broadband,Graduate,Employed,Laptop,5.9,Skill Upgrade,0,Cybersecurity Essentials,,Beginner,23,19,8,25/08/2023,Ongoing,29/03/2024,131.6,,1,27,59.3,final exam,-85.88,44.83,99.93,5
Timothy Jones,44,female,Region X,MOBILE,N/A,Student,Laptop,9.7,Academic Requirement,0,Data Science Fundamentals,Arts,Beginner,25,10,7,09/11/2024,Completed,09/06/2022,174.6,9,16,16,117.1,Assignment,,41.49,68.58,1
Laurie Grimes,29,Male,ncr,Mobile,Graduate,unemployed,Mobile,10.9,Career Change,4,Web Development Bootcamp,IT,Advanced,24,7,12,05/01/2023,Completed,02/04/2024,77.8,29,13,12,129.5,Quiz,55.75,46.74,99.68,1
Justin Adams,39,Prefer not to say,Region III,Broadband,Graduate,Student - full time,Laptop,5.9,Personal Interest,10,Business Analytics,Business,Beginner,29,4,13,07/11/2024,In-progress,09/12/2022,45.5,15,47,1,46.9,Quiz,57.16,71.73,37.99,5
Ronnie Williams,53,Female,Region VIII,mobile,High School,Student,Mobile,9.6,Career Change,5,Cloud Computing Basics,IT,Intermediate,29,9,10,15/02/2023,Dropped,21/01/2023,153.9,5,10,19,154.2,Quiz,64.53,72.85,90.76,3
Monica Davis,25,Female,Region VIII,Broadband,High School,Student,,2.8,Career Change,9,UI/UX Design Principles,Math,Intermediate,-21,-5,14,30/10/2023,Dropped,20/09/2022,12.8,14,10,10,,Assignment,,61.97,53.94,4
James Webb,33,Male,Region IV-A,Broadband,College,Freelancer,laptop,11.7,Personal Interest,,Python for Beginners,Arts,Intermediate,14,15,6,22/06/2023,Completed,15/05/2024,121.3,19,2,26,107.3,Quiz,62.9,76.52,53.46,3
Mark Herrera,34,Female,Region X,MOBILE,College,Employed,Desktop,10.2,Personal Interest,3,Machine Learning A-Z,Arts,Intermediate,26,9,22,28/12/2023,Ongoing,13/04/2022,,8,25,5,108,assignment,94.18,94.68,76.3,
Brittney Thomas,45,Prefer not to say,NCR,Broadband,Graduate,Working professional,Laptop,9.2,Career Change,2,Data Science Fundamentals,Arts,Beginner,23,18,11,01/05/2023,Completed,11/03/2022,29.1,2,41,5,150,project,43.98,63.49,55.26,5
Kevin Shaw,30,Male,Region X,Broadband,High School,Freelancer,Laptop,6.5,Earn a certificate,2,Digital Marketing,IT,Intermediate,28,19,19,18/04/2022,Completed - No Certificate,08/01/2023,9628,,3,24,161.9,Quiz,38.37,70.88,94.53,3
VALERIE JONES,52,Female,CAR,MOBILE,College,N/A,Mobile,7.9,Career Change,3,Web Development Bootcamp,Business,BEGINNER,16,5,9,03/11/2022,Dropped,,57.5,,45,19,156.9,QUIZ,53.91,79.09,4106.97,1
Heidi Smith,53,Female,NCR,Broadband,Graduate,Student,Tablet,19.4,N/A,-2,Python for Beginners,Cybersecurity,beginner,9,14,4,10/05/2023,Completed - No Certificate,05/04/2022,35.9,26,36,6,10.1,Quiz,52.82,65.12,30.19,4
Isaac Blankenship,43,Male,CARAGA,Limited,Post Graduate,Student,Laptop,14.8,Skill Upgrade,13,Web Development Bootcamp,,Intermediate,16,12,17,13/12/2022,Dropped,24/08/2022,112.9,22,40,19,176.7,N/A,83.81,67.2,67.71,1
Shannon Butler,36,Female,n/a,Mobile,College,Student,Mobile,9.9,Career change or promotion,8,Data Science Fundamentals,Science,Intermediate,16,10,12,05/06/2023,In-progress,12/07/2024,170.4,11,11,25,151.8,Quiz,53.4,94.5,40.45,3
Jonathan Kim,41,Male,NCR,Mobile,college,Unemployed,Desktop,9.7,skill upgrade,10,Cybersecurity Essentials,Science,Beginner,26,5,18,02/12/2023,Dropped,07/01/2023,,6,13,16,173.6,Quiz,2559.48,63.77,-68.12,4
Jennifer Kelly,24,Female,NCR,wifi,High School,Employed,Mobile,10.6,career change,0,Digital Marketing,Math,Beginner,25,3,7,14/09/2023,completed,01/01/2024,157.6,14,38,25,159.1,Quiz,51.08,94.24,49.75,1
Kevin Clark,43,N/A,Region XI,Limited,College,Employed,N/A,-7,skill upgrade,11,Data Science Fundamentals,Science,Intermediate,11,20,22,19/05/2024,dropped,01/10/2022,67.1,19,8,11,123.7,Final Exam,35.31,39.68,75.22,5
Katherine Wilkerson,47,Male,Region VII,mobile,College,Working professional,Laptop,,Skill Upgrade,13,Cybersecurity Essentials,Arts,BEGINNER,17,7,,11/02/2024,Completed,28/08/2022,27.3,27,27,4,124.5,Assignment,82.93,62.66,53.35,4
Kathleen Woods,21,N/A,Region VII,MOBILE,College,Employed,Tablet,6.7,Skill Upgrade,2,Web Development Bootcamp,IT,Beginner,21,17,7,22/07/2024,Completed,04/09/2022,,1,32,22,173.3,Assignment,4210.05,42.52,,5
Blake Owens,22,Non-binary,Region XII,Broadband,Undergraduate,Unemployed,Desktop,13.5,Personal Interest,,Data Science Fundamentals,Math,Intermediate,14,10,10,21/03/2024,Completed,14/10/2023,54.4,14,3256,10,131,Quiz,38.93,37.16,88.82,1
Joan Skinner,23,Female,Region XI,Limited,High School,Employed,Laptop,9.7,Personal Interest,13,Data Science Fundamentals,IT,Beginner,24,14,18,18/03/2024,Ongoing,26/11/2024,62.5,2,39,14,165.7,Quiz,,60.02,44.61,5
KAYLA INGRAM,40,Female,Region X,Broadband,college,Employed,Mobile,15.2,Career Change,1,Cloud Computing Basics,IT,Intermediate,21,5,7,11/01/2024,Dropped,17/08/2023,158.2,18,9,28,124.1,Assignment,99.47,93.71,53.29,5
Tyler Williams,37,FEMALE,Region X,N/A,Graduate,Working professional,N/A,1.6,Academic Requirement,0,Python for Beginners,Business,Intermediate,5,8,12,15/05/2024,completed,18/06/2023,50.2,8,34,5,139.4,N/A,40.78,69.11,88.75,2
Michael Lutz,41,non-binary,NCR,Limited,college,Freelancer,Mobile,2.9,Career Change,4,Data Science Fundamentals,Business,INTERMEDIATE,30,13,20,25/03/2022,Completed,25/12/2023,151.5,11,41,8,113.6,Quiz,56.22,90.44,49.3,4
Dean Gamble,21,Female,NCR,Limited,High School,student,mobile,1.2,Skill Upgrade,1,Web Development Bootcamp,Arts,Intermediate,20,4,11,09/06/2022,Completed,27/06/2024,136.9,29,35,20,113.7,Quiz,56.35,80.2,34.88,1
Maria Green,49,Female,N/A,BROADBAND,Graduate,Student,Mobile,17.7,Personal Interest,9,Cybersecurity Essentials,IT,Beginner,22,5,20,17/08/2024,Completed,06/12/2024,,17,50,7,176.3,Assignment,34.35,55.14,51.97,3
Alexandria Sims,51,Female,Region VII,Mobile,High School,Student,Laptop,13.8,Skill Upgrade,15,Business Analytics,science,Intermediate,8,7,23,25/10/2024,Completed,11/09/2024,59.2,24,2920,30,64.1,Assignment,63.41,58.92,74.78,3
Linda Bradshaw,51,Prefer not to say,NCR,Mobile,College,Working professional,smartphone,12.8,Academic Requirement,8,Business Analytics,Business,Beginner,6,19,16,20/06/2022,Ongoing,30/11/2022,78.5,30,39,,18.3,Final Exam,89.08,47.08,99.51,2
Robert Cline,49,Male,NCR,mobile,High School,Unemployed,Mobile,2.4,Academic Requirement,4,Mobile App Development,Math,Intermediate,9,8,18,30/07/2022,ongoing,22/04/2023,-55.3,7,48,19,124.8,Assignment,-74.59,60.78,1847.87,5
Gina Munoz,,Female,Region V,MOBILE,College,employed,Laptop,12.4,skill upgrade,10,Cloud Computing Basics,Business,Advanced,6,5,12,26/11/2022,Completed,30/09/2023,119.1,8,21,22,65,Final Exam,59.25,75.54,93.09,2
Tony Garrett,18,,Region IV-A,Mobile,Graduate,Employed,Mobile,6.6,Personal Interest,12,Mobile App Development,Arts,Beginner,20,9,6,05/01/2022,Ongoing,17/12/2022,109.5,14,41,26,108.9,QUIZ,98.55,54.28,97.46,4
Hayley Bates,31,Female,NCR,Limited,N/A,Employed,Laptop,12.4,Career Change,8,Data Science Fundamentals,Business,Advanced,15,13,24,25/03/2024,Completed,29/11/2022,87.5,1,26,12,154.2,Quiz,32.03,72.81,60.73,3
Jo Ramos,37,M,Region I,Mobile,Graduate,Student,MOBILE,6,Career Change,7,Machine Learning A-Z,N/A,BEGINNER,26,5,6,13/08/2022,Ongoing,07/08/2022,88.4,,50,3,176.1,QUIZ,38.74,92.42,54.89,1
Shannon Tucker,26,Male,Region I,Limited,COLLEGE,Employed,Laptop,8.6,Skill Upgrade,15,Cybersecurity Essentials,Science,Beginner,23,11,14,30/06/2024,Completed,09/07/2024,33.7,-28,34,15,127,Assignment,,87.29,88.05,5
Andre Keller,47,Female,Region XI,mobile,College,Employed,Tablet,17.3,Skill Upgrade,4,Data Science Fundamentals,Science,Beginner,25,5,5,17/03/2023,Dropped,04/03/2024,102.7,17,,20,23.3,Final Exam,97.91,68.75,52.65,3
Margaret Griffith,44,Non-binary,Region IX,mobile,Graduate,Unemployed,Mobile,5.4,Skill Upgrade,9,Cloud Computing Basics,Science,Beginner,16,10,6,24/10/2022,Ongoing,20/02/2024,67.6,11,38,12,152,Final Exam,64.67,59.44,73.38,2
Yesenia Trevino,45,Female,Region I,Broadband,Graduate,Working professional,Laptop,10.8,Skill Upgrade,5,Digital Marketing,,Advanced,21,16,12,20/12/2022,Completed,07/12/2022,26.6,23,26,12,61.3,quiz,74.56,87.86,81.51,
Brandon Bailey,50,Male,Region X,Mobile,High School,Unemployed,Mobile,8.4,Academic Requirement,2,Web Development Bootcamp,Science,Intermediate,6,3,22,05/07/2022,Ongoing,19/06/2022,51,27,3,23,72.1,Quiz,52.14,78,81.52,1
Elizabeth Brown,32,non-binary,Region III,Mobile,High School,employed,Mobile,6.6,Career Change,10,Business Analytics,Programming,Beginner,9,16,,28/12/2022,Completed,09/04/2022,60.7,10,18,1,151.3,Quiz,46.96,31.64,98.4,3
Anthony Turner,32,Female,Region VI,MOBILE,Graduate,Employed,Laptop,4.2,Academic Requirement,3,Machine Learning A-Z,Business,intermediate,29,7,19,16/03/2023,,22/11/2022,25.8,9,23,23,19.8,ASSIGNMENT,79.58,81.98,46.33,2
Brittany Hughes,43,Male,Region VI,Broadband,College,employed,Tablet,7.8,Personal Interest,4,Cloud Computing Basics,Science,intermediate,5,13,12,05/08/2022,Completed,26/09/2024,98.6,29,11,22,108.8,Final Exam,50.14,85.16,75.97,4
Kevin Galvan,53,female,NCR,Broadband,High School,Unemployed,Mobile,18.1,Personal Interest,15,Web Development Bootcamp,Science,intermediate,23,13,23,07/09/2024,In-progress,02/08/2023,72.8,8,0,1,-91.8,Assignment,99.2,46.3,92.14,2
Emily Scott,24,M,Region VII,Limited,High School,employed,Laptop,10.5,Skill Upgrade,6,Data Science Fundamentals,Arts,Intermediate,10,13,7,12/04/2024,Dropped,05/06/2024,69.6,16,9,1,15.7,Assignment,7249.05,89.08,93.56,4
Jennifer Stewart,29,Male,Metro Manila,broadband,Highschool,Unemployed,Desktop,15.5,Skill Upgrade,0,Mobile App Development,Arts,Beginner,28,18,-9,16/08/2023,Completed,15/08/2022,168.2,21,50,22,24,Quiz,35.91,,69.32,3
Heather Schaefer,49,Male,Region XI,Mobile,High School,Employed,phone,5.8,Personal Interest,2,Cybersecurity Essentials,Business,basic,24,17,24,18/06/2024,Dropped,27/12/2024,115.4,22,28,24,48.7,Quiz,67.88,59.51,84.58,4
Emily Novak,45,Male,Region III,Broadband,College,Student,Tablet,,Career Change,10,UI/UX Design Principles,Science,Beginner,26,4,21,07/02/2023,Completed - No Certificate,15/10/2024,100.9,22,45,,-94.3,Assignment,70.13,39.45,51.57,2
Sherry Garza,45,Male,Region VII,Broadband,College,Student,Mobile,10,Personal Interest,12,Mobile App Development,Science,Intermediate,16,7,22,18/04/2022,Ongoing,16/12/2024,135.8,25,33,14,96.7,Quiz,51.13,31.94,88.86,3
Tina Vazquez,16,female,Region VI,broadband,Graduate,Working professional,Tablet,16.4,Skill Upgrade,7,Business Analytics,Science,Advanced,837,10,9,15/09/2022,Completed,07/07/2024,21.6,9,30,1800,156.7,Final Exam,59.73,98.08,42.05,2
Holly Gutierrez,47,MALE,Region II,Broadband,College,Unemployed,Tablet,9.1,Academic Requirement,12,Web Development Bootcamp,science,Intermediate,10,6,23,24/04/2022,dropped,09/12/2023,28.9,28,,19,22.3,quiz,34.12,39.41,65.06,4
Melissa White,26,Male,NCR,Mobile,Graduate,Employed,Laptop,8.2,Personal Interest,10,Web Development Bootcamp,Math,intermediate,17,19,12,01/12/2023,Ongoing,31/08/2022,135.8,17,,11,4700,Quiz,88.11,37.62,88.98,2
Patricia Wright,47,female,Region X,Broadband,College,Part-time,Tablet,6.6,Skill Upgrade,0,Data Science Fundamentals,Science,Beginner,26,10,10,30/01/2022,Completed,21/09/2022,,14,16,24,132.6,Final Exam,,59.91,96.5,2
Jessica Smith,41,Other,NCR,mobile,High School,Unemployed,phone,5,Earn a certificate,6,Mobile App Development,Arts,Beginner,25,16,15,29/08/2022,Completed,14/08/2024,154.9,2,42,13,119.9,Assignment,45.51,69.3,45.98,3
Brittany Reynolds,22,non-binary,BARMM,Mobile,College,unemployed,Laptop,8.7,Skill Upgrade,14,Mobile App Development,Business,Intermediate,9,14,8,26/11/2022,Completed,18/04/2024,75.2,29,10,12,87.5,quiz,83.48,78.27,53.27,1
David Williams,48,Prefer not to say,Region VII,Broadband,College,employed,desktop,15.7,Career Change,9,Data Science Fundamentals,IT,Beginner,30,5,7,22/12/2024,Completed,04/12/2022,155.4,11,22,6,72.7,Quiz,95.09,49.72,39.41,1
Christopher Roth,31,Male,BARMM,Limited,High School,Student,Laptop,4.7,career change,11,Cybersecurity Essentials,Math,intermediate,25,13,24,05/11/2024,Completed,18/02/2023,132.5,26,23,8,71.7,,64.36,47.02,46.16,2
Helen Hunter,43,Male,NCR,Mobile,Graduate,Unemployed,mobile,3.7,Career Change,9,Data Science Fundamentals,IT,Intermediate,22,7,5,17/10/2023,Dropped,14/10/2024,,16,28,1,155.4,Final Exam,50.26,98.24,60.23,
Katie Vargas,34,Female,BARMM,Broadband,College,Unemployed,Mobile,14.3,Earn a certificate,13,Cybersecurity Essentials,IT,Beginner,22,7,21,22/04/2023,Dropped,26/01/2022,105.1,3,48,13,45.9,Quiz,,66.57,59.72,3
Matthew Gray,20,M,Region VII,N/A,College,Student,Mobile,15.7,Academic Requirement,15,Mobile App Development,Business,Intermediate,30,11,4,11/03/2024,Dropped,16/02/2022,141.4,1,31,18,47.4,Quiz,56.59,60.91,55.43,3
Isabel Martinez,33,,Region III,Broadband,College,Employed,Laptop,9.1,Skill Upgrade,0,Digital Marketing,Cybersecurity,Advanced,16,5,20,26/02/2022,Completed,14/10/2023,92,16,36,8,162.6,Assignment,75.67,62.8,92.83,2
,23,Male,Region IV-A,Limited,Graduate,Student,Tablet,3.9,Skill Upgrade,12,Cloud Computing Basics,Arts,Intermediate,17,19,11,13/07/2023,completed,31/07/2022,159.4,24,15,29,67.8,quiz,84.9,57.44,67.69,1
Mary Tran,20,Prefer not to say,NCR,Broadband,College,Student,Tablet,9.8,Career change or promotion,1,Cloud Computing Basics,IT,Intermediate,22,893,17,27/07/2022,completed,01/02/2022,135.4,26,31,23,33.5,Assignment,73.13,38.04,77.55,2
Andrea Edwards,28,Female,Region XI,Limited,College,Employed,Mobile,1,Academic Requirement,9,Mobile App Development,Business,Intermediate,13,11,5,03/08/2024,Completed,08/10/2023,67.4,18,25,,173.5,Assignment,71.22,84.71,50.52,1
